Date,Minimum temperature (°C),Maximum temperature (°C),Rainfall (mm),Evaporation (mm),Sunshine (hours),Direction of maximum wind gust ,Speed of maximum wind gust (km/h),Time of maximum wind gust,9am Temperature (°C),9am relative humidity (%),9am cloud amount (oktas),9am wind direction,9am wind speed (km/h),9am MSL pressure (hPa),3pm Temperature (°C),3pm relative humidity (%),3pm cloud amount (oktas),3pm wind direction,3pm wind speed (km/h),3pm MSL pressure (hPa)
2022-02-22,21.2,30.3,2.2,,5.5,E,33.0,13:49,27.2,68.0,4,E,9,1013.3,26.3,73.0,8,E,9,1011.6
2022-02-23,21.1,28.7,38.6,,4.7,ENE,33.0,02:59,23.0,92.0,7,ESE,6,1014.4,28.0,66.0,6,SE,9,1012.0
2022-02-24,22.7,28.1,13.4,,2.8,ENE,41.0,11:59,24.9,85.0,7,ENE,11,1012.1,26.7,69.0,8,E,19,1009.7
2022-02-25,22.6,24.2,64.0,,0.0,E,35.0,01:34,23.2,93.0,8,E,15,1009.3,23.3,94.0,8,ESE,4,1006.4
2022-02-26,21.4,23.9,225.6,,0.0,E,31.0,14:46,22.3,94.0,8,SE,6,1008.5,22.6,93.0,8,E,15,1006.3
2022-02-27,20.1,23.6,228.4,,0.0,S,46.0,21:48,20.5,96.0,8,S,7,1007.0,21.1,96.0,8,SSW,9,1004.5
2022-02-28,19.7,29.9,222.8,,2.9,SSW,26.0,00:59,23.4,77.0,7,W,9,1005.4,27.6,68.0,7,E,6,1002.6
2022-03-1,21.0,30.4,5.6,,10.2,ESE,31.0,14:31,26.0,70.0,4,SW,7,1005.9,28.5,61.0,3,ESE,13,1003.5
2022-03-2,21.4,31.4,0.2,,10.4,ENE,22.0,18:31,26.8,67.0,3,W,6,1006.3,29.2,63.0,1,ENE,11,1002.7
2022-03-3,19.5,27.7,56.0,,3.8,W,39.0,07:03,20.0,93.0,8,SE,7,1007.4,26.8,64.0,3,NNE,7,1003.8
2022-03-4,19.9,27.5,0.6,,3.3,SSE,22.0,14:34,24.9,79.0,7,WSW,4,1007.0,26.7,67.0,7,SE,9,1005.5
2022-03-5,20.4,31.6,0.0,,11.1,NE,17.0,17:41,26.3,65.0,1,WSW,6,1007.5,28.8,58.0,5,NE,7,1003.9
2022-03-6,22.3,32.2,0.0,,6.7,S,39.0,17:28,28.6,68.0,2,ENE,4,1005.5,27.3,87.0,8,N,7,1002.5
2022-03-7,19.6,30.6,23.4,,9.6,ENE,20.0,13:17,23.6,67.0,7,SW,7,1005.6,28.0,60.0,3,NE,7,1002.5
2022-03-8,21.9,34.4,0.2,,10.6,W,20.0,12:01,27.7,66.0,1,S,6,1005.8,34.0,46.0,2,WNW,7,1003.1
2022-03-9,23.3,34.7,0.6,,,ESE,30.0,21:17,25.4,80.0,7, ,Calm,1009.6,34.3,40.0,4,NW,6,1007.2
2022-03-10,23.3,27.2,0.2,,,E,24.0,13:25,24.9,68.0,8,SE,6,1015.1,24.9,76.0,7,E,11,1013.0
2022-03-11,21.6,26.6,0.0,,1.6,ESE,26.0,13:14,24.5,70.0,7,SSE,11,1017.0,24.9,66.0,7,ESE,13,1015.5
2022-03-12,19.4,27.5,0.0,,4.9,E,33.0,15:14,25.6,60.0,6,S,7,1020.3,26.4,51.0,6,ESE,9,1018.3
2022-03-13,18.4,28.7,0.0,,,E,28.0,15:19,25.1,60.0,2,S,6,1021.2,26.8,53.0,3,E,15,1018.4
2022-03-14,18.6,28.7,0.0,,,SSE,24.0,16:36,25.3,59.0,2,S,7,1019.4,26.7,53.0,6,E,9,1015.3
2022-03-15,19.3,27.6,0.0,,,ESE,35.0,13:17,24.0,65.0,6,SW,7,1017.9,26.2,59.0,7,SE,9,1015.3
2022-03-16,19.3,29.3,0.0,,8.3,E,28.0,15:33,24.2,67.0,7,SSW,6,1017.6,28.3,54.0,7,ESE,7,1013.7
2022-03-17,19.5,30.5,0.0,,11.2,E,30.0,16:03,25.3,65.0,2,WSW,6,1016.7,29.1,52.0,2,ESE,9,1012.2
2022-03-18,20.3,29.1,0.2,,,ENE,31.0,14:05,25.7,64.0,4,SSE,7,1014.8,27.7,53.0,3,E,15,1012.1
2022-03-19,19.4,29.2,0.0,,,ESE,31.0,14:14,25.4,57.0,2,S,7,1014.7,28.1,46.0,2,ESE,13,1012.4
2022-03-20,19.8,28.7,0.0,,10.4,E,20.0,16:49,25.3,58.0,1,S,6,1015.5,27.2,52.0,2,ENE,9,1012.7
2022-03-21,18.2,29.8,0.0,,,ENE,22.0,16:39,23.9,63.0,1,SW,7,1015.3,28.4,44.0,2,NE,7,1011.9
2022-03-22,18.5,29.8,0.0,,10.9,ENE,19.0,15:07,24.6,61.0,1,SW,7,1014.4,27.8,49.0,1,ENE,11,1010.7
2022-03-23,18.8,30.9,0.0,,10.9,NE,22.0,17:00,24.5,66.0,1,W,4,1012.4,29.6,54.0,1,NNE,9,1008.6
2022-03-24,20.6,30.6,0.0,,9.6,ENE,20.0,12:55,26.7,69.0,1,SSE,4,1014.6,29.9,44.0,1,NE,7,1011.2
2022-03-25,20.8,30.4,0.0,,9.1,S,37.0,17:32,26.1,64.0,5,WSW,6,1016.0,29.6,48.0,1,NE,6,1012.3
2022-03-26,19.5,27.6,56.2,,3.8,NE,17.0,14:21,24.3,71.0,7,SW,7,1016.6,24.9,72.0,7,NE,6,1013.3
2022-03-27,19.6,28.5,6.2,,5.2,E,26.0,14:27,23.9,74.0,3,SW,6,1015.5,26.2,60.0,7,ENE,11,1012.0
2022-03-28,20.6,21.9,44.6,,0.0,S,57.0,21:56,21.3,95.0,8,E,4,1012.1,20.4,90.0,8,E,7,1009.3
2022-03-29,19.1,25.4,63.8,,1.7,S,22.0,00:08,20.1,94.0,8,SW,6,1004.6,24.4,77.0,7,SW,6,1001.2
2022-03-30,20.1,27.5,13.8,,2.4,WNW,43.0,12:32,22.4,78.0,7,W,11,1000.0,26.8,60.0,7,WSW,15,997.8
2022-03-31,20.9,,0.0,,,,,,26.5,58.0,1,SW,7,1005.6,27.4,53.0,7,S,13,1005.4
